title,writtennews,autor,editor,tags,hora da publicação,hora de acesso,url
Twitter lança recurso de ocultar respostas a um tuíte nos EUA e Japão,"O controverso recurso de esconder respostas específicas a tuítes está disponível para os usuários do Twitter nos EUA e do Japão. A adição é uma das mudanças mais radicais no Twitter até o momento. Isso coloca as pessoas no controle de uma conversa que elas começaram, dando-lhes a capacidade de ocultar as contribuições que atrapalhem a conversa. Essas respostas, que podem variar de irrelevantes a ofensivas, não são excluídas da rede social, elas são ocultadas e podem ser acessadas a qualquer momento. Com isso, o alcance de mensagens escritas por pessoas que fazem comentários inapropriados ou intimidadores será diminuído, fazendo com que suas mensagens não sejam lidas pela maioria dos participantes da discussão. Anteriormente, as únicas opções oferecidas pelo Twitter para lidar com esse tipo de comentário era a de 'silenciar', 'bloquear' e 'denunciar'. 'Bloquear' e 'silenciar', no entanto, afetava apenas a pessoa que fez essas ações. O agressor não verá mais aquela postagem, mas os outros continuam. 'Denunciar' um tuíte também é um processo limitado e que leva tempo, além do fato de que a rede social remove apenas as mensagens que violam alguma de seus diretrizes de utilização. Definitivamente não é uma solução imediata para uma conversa que rapidamente saiu do controle. Embora a opção de ""ocultar respostas"" ajude a resolver esses problemas, ela também traz desafios próprios. Poderia ser usada como uma maneira de silenciar opiniões divergentes, incluindo esclarecimentos de empresas sobre determinado assunto. Desde os testes realizados anteriormente, o Twitter informou que as pessoas usavam o recurso principalmente para ocultar respostas que consideravam irrelevantes, abusivas ou difíceis de entender. O feedback dos usuários também foi positivo, pois aqueles que usaram a ferramenta disseram que acharam uma maneira útil de controlar o que viam - semelhante ao silenciamento de palavras-chave. Ao silenciar uma resposta, a plataforma vai perguntar se os usuários desejam também bloquear a conta responsável pela mensagem. Isso esclarece que a opção de ""ocultar"" é uma função diferente do bloqueio de usuários. Apesar da expansão, o Twitter informa que a opção ""Ocultar respostas"" ainda é considerada um teste, pois a empresa continua avaliando o sistema e a função ainda não está disponível para a base global de usuários do Twitter. Via: TechCrunch      ",Luiz Nogueira,Rafael Rigues,"Aplicativos,Twitter,rede social,atualização,EUA,Japão",2019-09-20 08:09:00,2019-09-21 18:29:42.899339,https://olhardigital.com.br/noticia/twitter-lanca-recurso-de-ocultar-respostas-a-um-tuite-nos-eua-e-japao/90530
Série sobre Bill Gates estreia hoje na Netflix,"Bill Gates é um dos grandes nomes da indústria da tecnologia. E ele acaba de ganhar uma série documental: ""O Código Bill Gates"" (""Inside Bill's Brain: Decoding Bill Gates"", em inglês) já está disponível na Netflix. A série foi dirigida por Davis Guggenheim (diretor de ""Uma Verdade Inconveniente""), ganhador do Oscar de 2007, e tem três episódios de pouco mais de 50 minutos cada. Ela mostra a infância, a carreira e a trajetória do visionário, além de trazer detalhes sobre sua vida pessoal, sua rotina e seus hábitos. A obra passa por toda a vida de Gates: da fundação da Microsoft ao auge da companhia, nos anos 1990, momento em que a empresa passou a ser visada pela justiça dos EUA por práticas monopolistas. A incessante rotina de trabalho, os desafios e o caminho percorrido até se tornar um dos homens mais ricos do mundo estão presentes no documentário. A série fala, ainda, sobre a relação de Gates com Paul Allen, cofundador da Microsoft, falecido no ano passado. Além disso, o documentário promete mostrar as iniciativas do magnata após deixar a liderança da empresa: entre elas, os planos para auxiliar no combate a doenças em países de economia subdesenvolvida e tentar evitar o aquecimento global. Como o próprio título indica, a obra aborda o funcionamento do cérebro de Gates. Em determinado momento, o executivo é perguntado sobre seu maior medo. A resposta é imediata: ""não quero que meu cérebro pare de funcionar"". Davis Guggenheim, diretor da série, afirma que o documentário mostra Gates trabalhando em problemas que ainda não conseguiu resolver. Segundo o fundador da Microsoft, ""talvez mais pessoas se engajem em alguns desses problemas e ajudem a resolvê-los. Espero que esse documentário deixe as pessoas otimistas de que grandes problemas podem ser resolvidos"". Via: Mashable",Matheus Luque,Roseli Andrion,"Microsoft,Windows,Streaming,Bill Gates,Netflix,paul allen,Filmes&Series,código,código bill gates",2019-09-20 08:09:00,2019-09-21 18:29:43.001056,https://olhardigital.com.br/cinema-e-streaming/noticia/serie-sobre-bill-gates-estreia-hoje-na-netflix/90532
Apple gasta US$ 400 para registrar a marca 'Slofies' do iPhone 11,"O termo foi mencionado em tom de brincadeira durante a apresentação dos novos iPhones, na semana passada, mas parece que a Apple se empolgou com as ""slofies"", as selfies em câmera lenta. Na sexta-feira (13), a marca solicitou o registro comercial da palavra nos EUA — o que, potencialmente, dá à empresa o controle sobre seu uso. As selfies em câmera lenta são um recurso novo do iPhone 11. A câmera frontal dos aparelhos pode gravar vídeos a 120 quadros por segundo e isso, quando desacelerado, resulta em um efeito nítido de câmera lenta. Os resultados são bons e a Apple parece determinada a transformar a ferramenta em um fenômeno. O registro de marca das ""slofies"" especifica um ""software de computador disponível para download para uso na captura de imagens e gravação de vídeos"". Ou seja, além de garantir o uso exclusivo da palavra, a companhia parece querer impedir que os concorrentes criem aplicativos de câmera com a marca slofie. A intenção é que as slofies sejam um recurso exclusivo dos novos iPhones. Apesar do foco nos aplicativos, a empresa não oferece um ""app slofie"" ou um ""modo slofie"" nos aparelhos da marca. O recurso é chamado de ""slo-mo"" na câmera da Apple e esse nome se refere exclusivamente aos vídeos resultantes, não ao aplicativo ou ao modo de capturá-los. Se as ""slofies"" conseguirão estimular as vendas do iPhone 11, ainda não se sabe. Fato é que o recurso já é mencionado no site da Apple e a companhia precisou pagar nada menos que US$ 400 para solicitar o registro da marca. Fonte: The Verge",Henrique  Freitas,Roseli Andrion,"iPhone,Câmeras,Apple,selfie,patentes,iphone 11",2019-09-19 21:20:00,2019-09-21 18:29:43.111752,https://olhardigital.com.br/noticia/apple-gasta-us-400-para-registrar-a-marca-slofies-do-iphone-11/90527
Vaza lista de aparelhos da Samsung que receberão Android 10; confira,"O AndroidPure publicou, nesta quinta-feira (19), o que parece ser uma lista dos smartphones da Samsung que receberão o Android 10. A autenticidade do material não foi verificada, mas ele parece oficial, especialmente quando se observam os dispositivos que devem receber a atualização. Então, não crie expectativas, mas não se surpreenda se o vazamento for verídico. Confira a relação:  Há alguns aparelhos esperados, como as famílias Galaxy S10 e Galaxy Note 10. Como eles são os carros-chefe da Samsung em 2019, não poderiam ser abandonados nas atualizações. A inclusão dos tablets também faz sentido, assim como a de todos os dispositivos da linha Galaxy M, que é totalmente nova para a fabricante. O mais interessante, porém, são alguns smartphones que não estão na lista, como as famílias Galaxy S8 e Galaxy Note 8. Os aparelhos foram lançados em 2017 e já receberam três versões anteriores do Android (Nougat, Oreo e Pie). Não é razoável, portanto, que, com apenas dois anos de vida, eles não ganhem a nova versão do Android. Fonte: AndroidPure",Henrique  Freitas,Roseli Andrion,"Smartphones,Sistema Operacional,Samsung,galaxy note,Android Q,Galaxy s10,Galaxy A90,Android 10",2019-09-19 21:30:00,2019-09-21 18:29:43.264725,https://olhardigital.com.br/noticia/vaza-lista-de-aparelhos-da-samsung-que-receberao-android-10-confira/90513
Huawei vai pagar R$ 1 bilhão para desenvolvedores de aplicativos,"A série Mate 30 é o primeiro lançamento da Huawei a ser afetado pela proibição emitida no início do ano pelo Departamento de Comércio dos EUA (que proíbe empresas americanas de venderem bens ou serviços à companhia). Como resultado, o Google não tem permissão para fornecer acesso ao Google Play Services aos novos smartphones da marca. O Play Services não é apenas uma maneira de o Google pré-instalar seus aplicativos (como Gmail, Maps, Fotos e YouTube), é também o intermediário para notificações, mapas e segurança de muitos outros apps. Na China, a Huawei tem a Huawei App Gallery, com milhares de aplicativos disponíveis para download. Como substituto do Google Play Services — e para aprimorar serviços como localização, gerenciamento em nuvem, notificações e jogos —, utiliza o Huawei Mobile Services (HMS). Para tentar contornar a proibição, a empresa quer incentivar desenvolvedores dos EUA a criarem apps para a plataforma. Richard Yu, CEO da companhia, diz que o Programa de Incentivo ao Ecossistema HMS, que terá investimento de US$ 1 bilhão, busca estimular desenvolvedores a criarem aplicativos e comercializá-los em telefones da Huawei fora da China. Esses profissionais terão participação de 85% na receita dos apps — enquanto o Google e a Apple oferecem 70%. Segundo Yu, embora os serviços do Google não estejam disponíveis na Huawei App Gallery, é possível fazer o sideload nos celulares Huawei. Além disso, enquanto os desenvolvedores publicarem seus aplicativos na loja da companhia, a experiência do Android na EMUI 10 não será muito diferente do que ocorria nas versões anteriores. Em coletiva de imprensa do lançamento da série Mate 30, em Munique, na Alemanha, o CEO disse que lamenta a situação. ""No passado nós nunca fizemos isso, mas agora precisamos fazer. O governo americano nos forçou a isso e não temos outra opção."" Yu disse, ainda, que a Huawei já considera outras lojas de aplicativos — de empresas como Aptoide e F-Droid. A App Store da Amazon é provavelmente a mais familiar para os usuários do ocidente, mas é pouco provável que a companhia chinesa consiga um acordo com ela, já que é mais uma companhia dos EUA. Fonte: Android Central",Luiza Tozzato,Roseli Andrion,"Smartphones,China,Google Play,Huawei,smartphone,Google fotos,play store,google app,EUA,eua x china,huawei,Mate 30 Pro",2019-09-19 21:45:00,2019-09-21 18:29:43.284366,https://olhardigital.com.br/noticia/huawei-vai-pagar-r-1-bilhao-para-desenvolvedores-de-aplicativos/90522
Google anuncia maior compra de energias renováveis da história,"Nesta quinta-feira (19), o Google afirmou estar realizando a maior compra corporativa de energias renováveis da história. A compra inclui um pacote com contratos de 1.600 megawatts e 18 novos acordos na área de energia. Juntas, essas operações aumentam em quase 50% sua carteira global de fazendas de energia solar e eólica, atingindo mais de cinco mil megawatts - o equivalente à capacidade de um milhão de telhados solares. Quando todos esses projetos estiverem em funcionamento, a carteira zero-carbono do Google irá irá produzir mais energia elétrica do que uma cidade como Washington, D.C. ou países inteiros como Lituânia ou Uruguai consome em um ano. Os novos contratos vão exigir a construção da infraestrutura de energia com custo de US$ 2 bilhões – incluindo milhões de painéis solares e centenas de turbinas eólicas espalhadas por América do Sul, Norte e Europa. Agora, a frota de energia renovável inclui ao todo 52 projetos, que correspondem a US$ 7 bilhões em novas construções e levará à criação de milhares de empregos. Nos EUA, o Google vai comprar 720 megawatts (MW) de energia de fazendas solares na Carolina do Norte (155 MW), Carolina do Sul (75 MW) e Texas (490 MW). Isso mais do que dobra a capacidade da carteira solar global que a empresa já tinha. Já na América do Sul, houve um crescimento de mais de 125 MW de capacidade em energias renováveis à grade que alimenta o centro de dados no Chile. Além desses dois países, ainda há uma fatia considerável na capacidade de fontes renováveis que será sediada na Europa. O contrato chileno marcou a primeira vez em que o Google fez um acordo de energia híbrida, que combina fontes solares e eólicas. Com frequência, os períodos com mais vento são diferentes dos horários com maior incidência de sol, e por isso essa mistura vai permitir que o centro de dados chileno conte com eletricidade zero-carbono durante quase todo o dia.",Fabrício Filho,Liliane Nakagawa,"Google,Energia Solar,Energia,Compras,contrato,energia renovável",2019-09-19 19:09:00,2019-09-21 18:29:43.311310,https://olhardigital.com.br/noticia/google-anuncia-maior-compra-de-energias-renovaveis-da-historia/90523
Alunos do 9º ano da rede pública podem se inscrever no Novotec Integrado,"Alunos do 9º ano matriculados na rede pública têm até 23 de setembro para manifestar interesse em uma das 5 mil vagas do Programa Novotec Integrado de 2020. Os selecionados vão fazer os três anos do ensino médio paralelamente ao técnico profissionalizante. No Novotec Integrado, a matriz curricular do ensino médio está integrada à do técnico. Assim, o estudante tem, o longo das três séries dessa etapa escolar, ambos os conteúdos, no mesmo turno, em aproximadamente 3 mil horas de aula. A manifestação de interesse dos alunos da rede pública pode ser feita pelo aplicativo Minha Escola SP (disponível para Android e iOS) ou no site Secretaria Escolar Digital, na opção Ensino Técnico Profissionalizante. A definição das escolas estaduais que terão o Novotec Integrado está em andamento. Os principais critérios avaliados são demanda dos estudantes, análise econômica e do setor produtivo local, bem como infraestrutura existente.As unidades interessadas em receber o Novotec devem aderir voluntariamente, após consulta à equipe e à comunidade escolar. Estudantes de fora da rede pública que tiverem interesse podem se inscrever diretamente nas escolas de 1º a 31 de outubro. Em novembro, haverá a confirmação da matrícula. Não há vestibulinho para seleção e são priorizados os candidatos mais próximos das escolas. A iniciativa é da Secretaria de Desenvolvimento Econômico, em parceria com o Centro Paula Souza e a Secretaria Estadual da Educação.O programa traz os cursos profissionalizantes aos estudantes das escolas estaduais do ensino médio paulista.",Roseli Andrion,,"curso técnico,Novotec,ensino médio,rede pública",2019-09-19 19:09:00,2019-09-21 18:29:43.334326,https://olhardigital.com.br/noticia/alunos-do-9-ano-da-rede-publica-podem-se-inscrever-no-novotec-integrado/90521
"'Isolamento existencial' faz pensar mais sobre a morte, diz estudo","Com que frequência você pensa sobre a morte? Até certo ponto, considera-se saudável reservar uma fração dos pensamentos ao inevitável destino final, mas para tudo há limites. De modo geral, no entanto, as pessoas parecem muito mais consumidas por reflexões sobre o assunto atualmente e a ciência decidiu buscar uma resposta. A explicação pode estar na internet. Muitos estudos mostram que redes sociais como Twitter, Facebook e Instagram podem nos fazer sentir, ao mesmo tempo, menos solitários e mais isolados. Embora isso pareça contraditório no que diz respeito à saúde mental, as evidências sugerem que um subproduto dessa mudança cultural é uma fixação maior pela morte. Essa obsessão seria resultado de um sentimento de ser incapaz de ver o mundo a partir de uma lente normal. Uma equipe de pesquisadores da Universidade do Arizona (EUA) conduziu um estudo para determinar se o isolamento existencial tem papel no ""aumento da acessibilidade ao pensamento sobre a morte"". Segundo a equipe, ""indivíduos existencialmente isolados não sentem que suas visões de mundo são compartilhadas por outros. Assim, eles não obtêm validação social de suas ideias [...] e o pensamento relacionado à morte se torna mais recorrente"". O experimento Em dois experimentos separados, centenas de participantes responderam a questionários projetados para determinar se aqueles que sofriam de isolamento existencial eram mais propensos a pensar sobre a morte. Os pesquisadores buscavam o que tinham maior índice de pensamentos sobre a morte em circunstâncias comuns. Para determinar se os participantes eram socialmente isolados, o estudo exigia que eles respondessem a perguntas sobre como viam a si mesmos e se acreditavam que enxergavam o mundo da mesma maneira que os outros. O estudo também tentou determinar o quão revelante era, para os participantes, identificar-se ou não com sua própria cultura — no caso, a americana. Depois de estabelecer o nível de isolamento existencial de cada um, os pesquisadores montaram uma série de quebra-cabeças com palavras incompletas. Os termos usados podiam ser concluídos de forma relacionada à morte ou não — como no exemplo ""M - O - R - __ - __"", que poderia completado como ""morto"" ou ""morno"". Os resultados foram confusos. Enquanto um estudo mostrou relação direta entre o ""aumento da acessibilidade ao pensamento de morte"" e altos níveis de isolamento existencial, isso não se repetiu conclusivamente em um segundo estudo. Em entrevista, Peter Helm, líder da pesquisa, explica os resultados. ""Um grande problema é que os efeitos observados foram relativamente pequenos. Mesmo que o sentimento de isolamento existencial seja consistentemente associado a um amortecedor mais fraco ou fragmentado [contra a ansiedade], isso parecia representar apenas uma pequena porcentagem da variação."" Fonte: The Next Web",Henrique  Freitas,Roseli Andrion,"redes sociais,Twitter,Pesquisa,Facebook,estudo,instagram,Morte",2019-09-19 21:09:00,2019-09-21 18:29:43.485022,https://olhardigital.com.br/noticia/-isolamento-existencial-faz-pensar-mais-sobre-a-morte-diz-estudo/90512
Amazon promete neutralidade em emissões de carbono,"O corte de emissões de carbono por parte da Amazon será um desafio para a empresa, já que ela entrega mais de 10 bilhões de itens por ano. No entanto, nesta quinta-feira (19), o presidente-executivo da Amazon, Jeff Bezos, prometeu que a empresa será neutra em emissões de carbono até 2040. Parte dessa promessa é uma encomenda de 100 mil vans elétricas a uma startup na qual investiu. ""Sabemos que podemos fazê-lo e sabemos que precisamos fazê-lo"", disse Bezos. O CEO anunciou uma série de ações em Washington antes da Semana do Clima, em Nova York, na próxima semana. O evento reúne líderes mundiais e de empresas que procuram formas de combater a mudança climática.  O bilionário ainda disse que cumprirá as metas do acordo climáticos de Paris dez anos antes do previsto. Também afirmou que a Amazon comprou 100 mil veículos elétricos para entrega da Rivian Automotive, startup norte-americana de design e fabricação de veículos e que usaria 100% de energia renovável até 2030, ante aos atuais 40%. “Os primeiros veículos elétricos estarão nas ruas até 2021”, afirmou o executivo, prometendo que até 2024 haverá 100 mil destes veículos de entrega em circulação.  Segundo Bezos, a Amazon investirá US$ 100 milhões para reflorestamento e outras áreas, além de realizar um ""exame cuidadoso"" das próprias contribuições para campanhas políticas que tendem a ser direcionadas àqueles que negam a ciência climática.  A proposta de que a empresa relate como planeja lidar com as mudanças climáticas não foi bem vista pelos acionistas e recebeu apenas 29,8% dos votos na assembleia, apesar de ter recebido assinaturas de quase 7.700 funcionários. Alguns funcionários da Amazon, inclusive, planejavam protestar na sexta-feira em apoio à greve climática global.   Via: Reuters/IstoÉ    ",Fabrício Filho,Liliane Nakagawa,"Amazon,startup,carbono,startups,Jeff Bezos,mudanças climáticas",2019-09-19 17:09:00,2019-09-21 18:29:43.635046,https://olhardigital.com.br/noticia/amazon-promete-neutralidade-em-emissoes-de-carbono/90510
Google Assistente libera linha telefônica para pessoas sem internet,"O Google tornou mais acessível seu Modo Assistente na Índia. Agora, o serviço possibilita que pessoas que não possuem internet ou um smartphone façam ligações gratuitas. O recurso estará disponível 24h por dia para todos os clientes das operadoras Vodafone e Idea que falem inglês e hindi.  Para se conectar ao Google Assistente, as pessoas precisarão apenas de um telefone 2G. Dessa forma, elas podem ligar para uma linha telefônica comum - 000 800 9191000 - e fazer as perguntas desejadas.  A Índia é o segundo país mais populoso do mundo, com 1,3 bilhão de moradores. A ação da empresa ajudará milhões de indianos que não possuem um smartphone a se conectar e receber informações. Apesar da novidade, ainda não existe a confirmação de que o Google planeja levar o recurso a outros países.    Via: Newvoice",Fabrício Filho,Matheus Luque,"Internet,Google,Telefonia,google assistente,linhas telefônicas,2g",2019-09-19 18:09:00,2019-09-21 18:29:43.735937,https://olhardigital.com.br/noticia/google-assistente-libera-linha-telefonica-para-pessoas-sem-internet/90516
Zuckerberg vai a Washington para resolver problemas do Facebook,"Mark Zuckerberg se reuniu com parlamentares no Capitólio pelo segundo dia nesta quinta-feira (19), como parte do esforço do Facebook para melhorar sua reputação diante de uma série de investigações recentes. O bilionário se encontrou com o presidente Donald Trump, e tem outras reuniões agendadas para hoje (20). O senador Mark Warner, democrata e vice-presidente do Comitê de Inteligência, ajudou a organizar um jantar para Zuckerberg com outros senadores a pedido da empresa, segundo a porta-voz da Warner, Rachel Cohen. Entre os presentes no jantar estava o senador Richard Blumenthal, que chamou as discussões de sérias e substanciais. “Não é segredo que tenho sido um crítico duro do Facebook, então fiquei feliz com a oportunidade de discutir minhas preocupações diretamente com Zuckerberg”, disse Blumenthal. “Concentrei-me nos desafios da proteção da privacidade e recebo bem o interesse construtivo demonstrado por Zuckerberg”, concluiu o senador.    Fonte: Reuters ",Fabrício Filho,Matheus Luque,"Facebook,Governo,rede social,estados unidos,Mark Zuckerberg,donald trump",2019-09-19 17:09:00,2019-09-21 18:29:43.764385,https://olhardigital.com.br/noticia/zuckerberg-vai-a-washington-para-resolver-problemas-do-facebook/90514
Google celebra 25 anos de 'Friends' com surpresas no buscador,"Há quase 25 anos, no dia 22 de setembro de 1994, estreava um dos seriados mais populares da história: “Friends”. Para celebrar a data, o Google decidiu incluir algumas surpresas no seu buscador como um agrado para a legião de fãs da comédia. A partir de agora, buscas pelo nome de cada um dos seis protagonistas do seriado trazem uma brincadeira referente a um momento marcante da série. O Google inclui um ícone no Painel do Conhecimento (aquele resumo de informações que fica no topo da tela no celular ou no canto direito no desktop), logo ao lado do nome do personagem; quando pressionado, ele ativa alguma das brincadeiras. Você pode fazer o teste fazendo as pesquisas pelo nome dos personagens no seu navegador, se você está usando o PC. Se você está no celular, será necessário realizar a pesquisa por meio do aplicativo do Google, e isso vale tanto para o Android quanto para o iOS. Confira o que esperar ao buscar cada um dos personagens: “Ross Geller”  Ao clicar no ícone do sofá, o usuário é levado a uma cena em que Ross tenta organizar o transporte de um sofá por corredores e escadarias estreitas gritando a palavra “Pivot!” (“Girar!”). A cada clique no ícone, a tela do Google gira um pouco, replicando o movimento da poltrona. “Rachel Green” A mais modesta das brincadeiras. O ícone traz um manequim e uma peruca replicando o penteado da personagem, que foi marcante nos anos 1990. Ao clicar no ícone, você é levado para uma busca no Google Imagens com o termo “The Rachel”, em referência ao corte de cabelo que acabou ganhando o nome da personagem. “Monica Geller”  Monica é representada ao longo de toda a série como maníaca por limpeza. Quando você procura pelo seu nome no Google, o buscador exibe um ícone de um balde de água e uma esponja; ao clicar, a animação da esponja limpa o nome da personagem, que deixa de ser preto e ganha um tom lilás claro e brilhante.  “Phoebe Buffay” Não poderia ser diferente. Ao pesquisar por este nome, o ícone mostrado na página de resultados é de um violão. Quando clicado, a animação de um gato toma a tela com a música “Smelly Cat” (“Gato fedorento”), cantada pela personagem de Lisa Kudrow durante a série. “Joey Tribbiani”  Um ponto que fica bem claro para todos os espectadores da série é que “JOEY NÃO COMPARTILHA COMIDA!”, frase que se tornou uma das mais marcantes e diretamente associadas ao personagem de Matt LeBlanc. Clique no ícone da pizza e você será lembrado desse fato importante enquanto pipocam na tela ícones de comida. “Chandler Bing” Em determinado ponto da série, Chandler adota um pato e um pintinho de estimação. Clique no ícone da poltrona, que também é uma marca importante do apartamento de Chandler e um pato e um pintinho começarão a caminhar e fazer barulho na sua tela. ",Renato  Santino,,"Google,Buscadores,Filmes&Series",2019-09-19 18:50:00,2019-09-21 18:29:43.819777,https://olhardigital.com.br/cinema-e-streaming/noticia/google-celebra-25-anos-de-friends-com-surpresas-no-buscador/90515
Uber Eats alcança marca de 1 bilhão de pedidos feitos no mundo,"O Uber Eats confirmou ter recebido mais de 1 bilhão de pedidos ao redor do mundo em menos de quatro anos. A plataforma está disponível em mais de 500 cidades e em 36 países. No Brasil, o serviço de entrega chegou somente em dezembro de 2016, mas hoje já é parceiro de milhares de empreendimentos gastronômicos em mais de 70 cidades brasileiras, fazendo a curadoria de restaurantes conhecidos como McDonald’s, KFC e Burger King e de negócios familiares locais como Hi Pokee, Busger e Sushi Plus.  A empresa alcançou esse marco na mesma semana em que anunciou que irá permitir que restaurantes que utilizam sua própria frota de entregadores se cadastrem na plataforma do Uber Eats. Anteriormente, só era possível o cadastro na plataforma de restaurantes que desejavam fazer entregas usando os entregadores autônomos disponíveis no aplicativo. Esta nova opção foi planejada para atrair mais usuários para o aplicativo. Na América Latina, o Uber Eats já está testando essa modalidade em diversas cidades, inclusive brasileiras, com resultados promissores. O anúncio chega quando dados revelam que o crescente mercado de entrega de comida - que deve valer quase 21 bilhões de dólares até 2023 - está desempenhando um papel cada vez mais importante no crescimento de pequenos e médios restaurantes. Para os 70% dos restaurantes do Uber Eats, que são pequenas e médias empresas, a entrega de alimentos é responsável por uma proporção crescente de sua receita total.",Fabrício Filho,Rafael Rigues,"Aplicativos,uber,uber eats,plataforma de serviços,plataforma digital",2019-09-19 16:29:00,2019-09-21 18:29:44.017932,https://olhardigital.com.br/noticia/uber-eats-alcanca-marca-de-1-bilhao-de-pedidos-feitos-no-mundo/90505
Como assistir ao jogo do Atlético-MG pela Copa Sul-Americana online,"O DAZN (lê-se ""dazon"") é uma plataforma de streaming que funciona como uma ""Netflix dos esportes"". Já disponível no Brasil, ele apresenta — ao vivo pela internet e em alta definição (HD) — partidas de diversas modalidades esportivas e ligas de futebol do mundo inteiro. Em sua estreia no país, o serviço tem exclusividade na exibição da Copa Sul-Americana, que inclui times brasileiros como Corinthians e Atlético-MG. Quem quiser acompanhar as equipes pela internet terá de fazê-lo pelo DAZN, cuja assinatura custa R$ 37,90 por mês. Para promover seus serviços, o DAZN oferece degustação grátis, com o primeiro mês de assinatura totalmente gratuito — exatamente como faz a Netflix. A conta pode ser cancelada a qualquer momento, até mesmo antes de a primeira cobrança chegar. Nesta quinta-feira, 19, o DAZN transmite Colón (Argentina) x Atlético-MG pela Copa Sul-Americana a partir das 21h30. Quais jogos de times brasileiros serão exibidos pelo DAZN? Quarta é a vez de Corinthians x Independiente del Vale. Na quinta, o Colón (Argentina) recebe o Atlético-MG também às 21.30. As partidas são válidas pelas semifinais Copa Sul-Americana, e os jogos pode, ser assistidos ao vivo pela internet, em qualquer um dos dispositivos a seguir: Além disso, alguns jogos são exibidos também de graça pelo canal do YouTube do DAZN.  Como assinar e como cancelar o DAZN Pronto. Você já tem uma conta ativa no DAZN e pode começar a assistir aos jogos quando quiser. Para cancelar sua conta a qualquer momento: Pronto. Você receberá um e-mail de confirmação do cancelamento da assinatura e da suspensão de futuras cobranças. Mesmo assim, você pode continuar a usar o DAZN até o período contratado acabar. Quais campeonatos estão disponíveis no DAZN? O streaming de esportes inclui os seguintes campeonatos de futebol: Além disso, o serviço transmite também a Fórmula Indy (automobilismo), a Turkish Airlines Euroleague (basquete) e campeonatos internacionais de tênis e boxe.",Lucas Carvalho,Daniel Junqueira,"Esportes,Streaming,Netflix,futebol,DAZN",2019-09-19 16:50:00,2019-09-21 18:29:44.042696,https://olhardigital.com.br/noticia/hoje-e-dia-de-corinthians-pela-copa-sul-americana-saiba-como-assistir/85921
Apple adianta em seis dias o lançamento do iOS 13.1,"Semanas antes do lançamento oficial do iOS 13, a Apple iniciou o teste beta do iOS 13.1. A atualização, que será lançada dia 24 de setembro, traz vários recursos que não estão disponíveis na versão inicial, segundo o portal Macworld.  Usuários inscritos no programa beta da companhia revelaram algumas das mudanças: Atalhos: permite que seus atalhos sejam executados automaticamente quando determinadas condições são atendidas, em vez de acioná-las manualmente. Isso permitirá que você acenda todas as luzes quando chegar em casa sem usar as mãos, por exemplo. Google Maps: ao seguir as instruções do Google Maps você pode compartilhar rapidamente a hora prevista para chegada com seus contatos. Papéis de parede: as cores e os designs dos papéis de parede dinâmicos foram aprimorados e estão disponíveis em mais dispositivos. Controle de volume: a tela de controle de volume mostra os ícones de dispositivos conectados, como AirPods, Powerbeats Pro ou HomePod. Homekit: existem ícones novos e mais detalhados para os dispositivos HomeKit no aplicativo Home. Outros ajustes: o iOS 13.1 traz outros ajustes e mudanças menores, como um suporte melhor de mouse para iPad, suporte de canal alfa para vídeo HEVC, alterações nas fontes e muito mais. Em comunicado de imprensa enviado no final de agosto, a Apple confirmava que ""recursos adicionais de software estarão disponíveis no dia 30 de setembro com o iOS 13.1"". No entanto, a companhia resolveu adiantar o lançamento oficial do iOS 13.1 para o dia 24 de setembro. Fonte: Macworld",Luiza Tozzato,Liliane Nakagawa,"iPhone,Apple,iPad,iOS,atualização,iOS 13",2019-09-19 16:09:00,2019-09-21 18:29:44.096467,https://olhardigital.com.br/noticia/apple-adianta-em-seis-dias-o-lancamento-do-ios-13-1/90511
